date,Symbol,rv5_ss,rv10_ss,medrv,rk_twoscale,rsv,rv10,rsv_ss,bv,rk_th2,rk_parzen,open_price,close_time,rv5,bv_ss
2017-12-22 00:00:00+00:00,AEX,1.1873E-05,1.0793E-05,6.9185E-06,1.2476E-05,6.2698E-06,1.0793E-05,6.2698E-06,1.2765E-05,1.2665E-05,1.2091E-05,5.4836E+02,1.7302E+05,1.1873E-05,1.2765E-05
2017-12-27 00:00:00+00:00,AEX,1.1522E-05,1.5850E-05,5.3250E-06,1.2339E-05,6.1934E-06,1.5850E-05,6.1934E-06,1.2090E-05,1.2412E-05,1.7667E-05,5.4875E+02,1.7302E+05,1.1522E-05,1.2090E-05
2017-12-28 00:00:00+00:00,AEX,9.4457E-06,8.1330E-06,3.4976E-06,8.9990E-06,5.8309E-06,8.1330E-06,5.8309E-06,8.9957E-06,9.0634E-06,9.0202E-06,5.4835E+02,1.7300E+05,9.4457E-06,8.9957E-06
2017-12-29 00:00:00+00:00,AEX,1.3869E-05,1.7578E-05,6.4143E-06,1.1583E-05,6.7370E-06,1.7578E-05,6.7370E-06,1.5308E-05,1.1693E-05,1.4520E-05,5.4620E+02,1.7300E+05,1.3869E-05,1.5308E-05
2018-01-02 00:00:00+00:00,AEX,4.4823E-05,6.5398E-05,1.2329E-05,3.2900E-05,3.3099E-05,6.5398E-05,3.3099E-05,4.4236E-05,3.3081E-05,7.0709E-05,5.4524E+02,1.7302E+05,4.4823E-05,4.4236E-05
2018-01-03 00:00:00+00:00,AEX,1.6935E-05,2.1607E-05,6.9590E-06,1.5667E-05,7.1998E-06,2.1607E-05,7.1998E-06,1.6849E-05,1.5673E-05,2.0017E-05,5.4642E+02,1.7302E+05,1.6935E-05,1.6849E-05
2018-01-04 00:00:00+00:00,AEX,1.2399E-05,1.2469E-05,7.0387E-06,1.4281E-05,5.0875E-06,1.2469E-05,5.0875E-06,1.2350E-05,1.4214E-05,9.2084E-06,5.5137E+02,1.7300E+05,1.2399E-05,1.2350E-05
2018-01-05 00:00:00+00:00,AEX,1.3640E-05,1.1402E-05,8.9509E-06,1.4081E-05,5.5996E-06,1.1402E-05,5.5996E-06,1.3195E-05,1.3966E-05,7.7477E-06,5.5452E+02,1.7302E+05,1.3640E-05,1.3195E-05
2018-01-08 00:00:00+00:00,AEX,1.1837E-05,8.8036E-06,9.0285E-06,1.1665E-05,5.2394E-06,8.8036E-06,5.2394E-06,1.2450E-05,1.1847E-05,5.8472E-06,5.5982E+02,1.7302E+05,1.1837E-05,1.2450E-05
2018-01-09 00:00:00+00:00,AEX,1.2039E-05,1.4584E-05,3.7109E-06,1.3965E-05,5.1672E-06,1.4584E-05,5.1672E-06,1.1212E-05,1.3732E-05,1.0999E-05,5.6125E+02,1.7310E+05,1.2039E-05,1.1212E-05
2018-01-10 00:00:00+00:00,AEX,2.3682E-05,2.6400E-05,1.1276E-05,2.4818E-05,1.4862E-05,2.6400E-05,1.4862E-05,2.0036E-05,2.4948E-05,1.9675E-05,5.6297E+02,1.7300E+05,2.3682E-05,2.0036E-05
2018-01-11 00:00:00+00:00,AEX,1.8087E-05,1.3614E-05,1.0880E-05,1.8918E-05,1.0780E-05,1.3614E-05,1.0780E-05,1.9492E-05,1.8684E-05,2.2134E-05,5.6117E+02,1.7302E+05,1.8087E-05,1.9492E-05
2018-01-12 00:00:00+00:00,AEX,1.6983E-05,1.6713E-05,7.8189E-06,1.7265E-05,1.0512E-05,1.6713E-05,1.0512E-05,1.3629E-05,1.7591E-05,1.3372E-05,5.6016E+02,1.7302E+05,1.6983E-05,1.3629E-05
2018-01-15 00:00:00+00:00,AEX,9.0034E-06,1.1914E-05,2.9500E-06,1.1941E-05,5.5056E-06,1.1914E-05,5.5056E-06,8.7236E-06,1.2137E-05,8.3004E-06,5.6170E+02,1.7302E+05,9.0034E-06,8.7236E-06
