date,Symbol,rv5_ss,rv10_ss,medrv,rk_twoscale,rsv,rv10,rsv_ss,bv,rk_th2,rk_parzen,open_price,close_time,rv5,bv_ss
2018-02-27 00:00:00+00:00,AllOrdinary,1.8818E-05,3.2216E-05,2.9616E-06,1.1278E-05,3.3550E-06,3.2216E-05,3.3550E-06,1.6300E-05,1.0969E-05,3.1043E-05,6.1461E+03,1.5594E+05,1.8818E-05,1.6300E-05
2018-02-28 00:00:00+00:00,AllOrdinary,1.6281E-05,2.2357E-05,5.3287E-06,1.2565E-05,1.2456E-05,2.2357E-05,1.2456E-05,1.6373E-05,1.3034E-05,2.1207E-05,6.1593E+03,1.5594E+05,1.6281E-05,1.6373E-05
2018-03-01 00:00:00+00:00,AllOrdinary,2.9685E-05,5.0675E-05,5.5898E-06,1.8994E-05,2.4627E-05,5.0675E-05,2.4627E-05,3.1204E-05,1.9982E-05,5.2381E-05,6.1173E+03,1.5594E+05,2.9685E-05,3.1204E-05
2018-03-02 00:00:00+00:00,AllOrdinary,2.7380E-05,4.4592E-05,8.8198E-06,1.7962E-05,1.9990E-05,4.4592E-05,1.9990E-05,2.6301E-05,1.8353E-05,6.4691E-05,6.0757E+03,1.5594E+05,2.7380E-05,2.6301E-05
2018-03-05 00:00:00+00:00,AllOrdinary,1.2380E-05,1.2578E-05,1.0585E-05,1.2031E-05,7.8966E-06,1.2578E-05,7.8966E-06,1.3405E-05,1.2431E-05,1.3269E-05,6.0284E+03,1.5594E+05,1.2380E-05,1.3405E-05
2018-03-06 00:00:00+00:00,AllOrdinary,5.9479E-05,1.0419E-04,8.5221E-06,2.6414E-05,5.4583E-06,1.0419E-04,5.4583E-06,5.1667E-05,2.7505E-05,1.0153E-04,5.9964E+03,1.6001E+05,5.9479E-05,5.1667E-05
2018-03-07 00:00:00+00:00,AllOrdinary,4.5502E-05,5.8257E-05,1.1868E-05,2.5261E-05,3.6650E-05,5.8257E-05,3.6650E-05,3.5889E-05,2.6986E-05,4.8110E-05,6.0615E+03,1.5594E+05,4.5502E-05,3.5889E-05
2018-03-08 00:00:00+00:00,AllOrdinary,1.6162E-05,1.9744E-05,7.1714E-06,1.4786E-05,3.9974E-06,1.9744E-05,3.9974E-06,1.4085E-05,1.5173E-05,2.1813E-05,6.0054E+03,1.5594E+05,1.6162E-05,1.4085E-05
2018-03-09 00:00:00+00:00,AllOrdinary,1.1891E-05,1.2888E-05,7.0825E-06,1.1852E-05,5.8236E-06,1.2888E-05,5.8236E-06,1.1129E-05,1.2094E-05,1.3681E-05,6.0466E+03,1.6001E+05,1.1891E-05,1.1129E-05
2018-03-12 00:00:00+00:00,AllOrdinary,5.2568E-05,9.1589E-05,5.7499E-06,2.6409E-05,7.1623E-06,9.1589E-05,7.1623E-06,4.3176E-05,2.7225E-05,5.6732E-05,6.0764E+03,1.6001E+05,5.2568E-05,4.3176E-05
2018-03-13 00:00:00+00:00,AllOrdinary,1.4493E-05,1.5642E-05,3.1660E-06,1.3463E-05,1.0454E-05,1.5642E-05,1.0454E-05,8.7409E-06,1.3704E-05,2.8694E-05,6.1014E+03,1.5594E+05,1.4493E-05,8.7409E-06
2018-03-14 00:00:00+00:00,AllOrdinary,2.6751E-05,4.8326E-05,2.8058E-06,1.6046E-05,2.3097E-05,4.8326E-05,2.3097E-05,2.6406E-05,1.6782E-05,5.7445E-05,6.0771E+03,1.6001E+05,2.6751E-05,2.6406E-05
2018-03-15 00:00:00+00:00,AllOrdinary,3.0926E-05,3.4872E-05,7.0587E-06,2.2838E-05,1.7759E-05,3.4872E-05,1.7759E-05,3.0074E-05,2.3753E-05,1.4860E-05,6.0426E+03,1.6001E+05,3.0926E-05,3.0074E-05
2018-03-16 00:00:00+00:00,AllOrdinary,1.8174E-05,2.5601E-05,5.6283E-06,1.5492E-05,4.8654E-06,2.5601E-05,4.8654E-06,1.9053E-05,1.5900E-05,2.9788E-05,6.0276E+03,1.6001E+05,1.8174E-05,1.9053E-05
2018-03-19 00:00:00+00:00,AllOrdinary,3.3354E-05,4.1382E-05,1.0021E-05,1.8079E-05,1.2107E-05,4.1382E-05,1.2107E-05,3.3246E-05,1.8857E-05,3.3978E-05,6.0549E+03,1.5594E+05,3.3354E-05,3.3246E-05
2018-03-20 00:00:00+00:00,AllOrdinary,2.0162E-05,3.0459E-05,3.5097E-06,1.4216E-05,1.5783E-05,3.0459E-05,1.5783E-05,1.8284E-05,1.5110E-05,4.2680E-05,6.0647E+03,1.5594E+05,2.0162E-05,1.8284E-05
2018-03-21 00:00:00+00:00,AllOrdinary,1.2857E-05,2.2088E-05,1.8617E-06,1.0185E-05,2.9116E-06,2.2088E-05,2.9116E-06,1.0196E-05,1.0227E-05,2.0510E-05,6.0408E+03,1.6001E+05,1.2857E-05,1.0196E-05
2018-03-22 00:00:00+00:00,AllOrdinary,2.4133E-05,3.0077E-05,4.8663E-06,2.3453E-05,1.7941E-05,3.0077E-05,1.7941E-05,1.7874E-05,2.4665E-05,5.7327E-05,6.0531E+03,1.5594E+05,2.4133E-05,1.7874E-05
2018-03-23 00:00:00+00:00,AllOrdinary,1.1897E-04,2.2603E-04,5.1729E-06,5.4456E-05,1.1556E-04,2.2603E-04,1.1556E-04,9.3386E-05,5.6631E-05,2.6958E-04,6.0432E+03,1.5594E+05,1.1897E-04,9.3386E-05
2018-03-26 00:00:00+01:00,AllOrdinary,4.4368E-05,6.8366E-05,8.6657E-06,3.2321E-05,3.6116E-05,6.8366E-05,3.6116E-05,4.0318E-05,3.3349E-05,5.7245E-05,5.9290E+03,1.6594E+05,4.4368E-05,4.0318E-05
2018-03-27 00:00:00+01:00,AllOrdinary,3.1414E-05,5.1116E-05,3.6134E-06,1.8285E-05,3.2293E-06,5.1116E-05,3.2293E-06,2.4580E-05,1.8498E-05,3.5833E-05,5.9014E+03,1.7001E+05,3.1414E-05,2.4580E-05
2018-03-28 00:00:00+01:00,AllOrdinary,2.6765E-05,4.2471E-05,6.0252E-06,1.3988E-05,2.1945E-05,4.2471E-05,2.1945E-05,2.5343E-05,1.4064E-05,5.7510E-05,5.9437E+03,1.7001E+05,2.6765E-05,2.5343E-05
2018-03-29 00:00:00+01:00,AllOrdinary,1.9785E-05,1.7544E-05,7.5649E-06,1.8268E-05,1.3209E-05,1.7544E-05,1.3209E-05,1.9050E-05,1.8604E-05,2.2355E-05,5.8992E+03,1.6594E+05,1.9785E-05,1.9050E-05
2018-04-03 00:00:00+01:00,AllOrdinary,3.0700E-05,4.9657E-05,9.3158E-06,2.4603E-05,2.2356E-05,4.9657E-05,2.2356E-05,2.9531E-05,2.3964E-05,4.0567E-05,5.8689E+03,1.6594E+05,3.0700E-05,2.9531E-05
2018-04-04 00:00:00+01:00,AllOrdinary,1.8253E-05,1.7492E-05,1.7385E-05,2.1053E-05,9.5974E-06,1.7492E-05,9.5974E-06,2.2550E-05,2.1384E-05,1.2875E-05,5.8591E+03,1.7001E+05,1.8253E-05,2.2550E-05
2018-04-05 00:00:00+01:00,AllOrdinary,1.8815E-05,1.5749E-05,8.0493E-06,1.3914E-05,5.3164E-06,1.5749E-05,5.3164E-06,1.7080E-05,1.4155E-05,1.8210E-05,5.8637E+03,1.6594E+05,1.8815E-05,1.7080E-05
2018-04-06 00:00:00+01:00,AllOrdinary,1.6493E-05,1.8086E-05,4.4909E-06,1.5424E-05,1.0678E-05,1.8086E-05,1.0678E-05,1.2281E-05,1.5928E-05,1.7823E-05,5.8880E+03,1.6594E+05,1.6493E-05,1.2281E-05
2018-04-09 00:00:00+01:00,AllOrdinary,1.6396E-05,2.2147E-05,5.7440E-06,1.2659E-05,5.7446E-06,2.2147E-05,5.7446E-06,1.5192E-05,1.2915E-05,2.3972E-05,5.8869E+03,1.7001E+05,1.6396E-05,1.5192E-05
2018-04-10 00:00:00+01:00,AllOrdinary,2.3296E-05,2.9719E-05,9.2657E-06,1.9211E-05,1.0679E-05,2.9719E-05,1.0679E-05,2.1087E-05,1.9768E-05,3.1213E-05,5.9047E+03,1.6594E+05,2.3296E-05,2.1087E-05
2018-04-11 00:00:00+01:00,AllOrdinary,2.6387E-05,2.0674E-05,3.3162E-06,2.0536E-05,2.2477E-05,2.0674E-05,2.2477E-05,1.8492E-05,2.0717E-05,6.6342E-06,5.9518E+03,1.6594E+05,2.6387E-05,1.8492E-05
2018-04-12 00:00:00+01:00,AllOrdinary,3.3200E-05,2.8535E-05,9.8241E-06,2.3006E-05,2.3666E-05,2.8535E-05,2.3666E-05,2.5663E-05,2.4250E-05,2.5122E-05,5.9258E+03,1.6594E+05,3.3200E-05,2.5663E-05
2018-04-13 00:00:00+01:00,AllOrdinary,1.1451E-05,1.4770E-05,3.5132E-06,8.7044E-06,3.6629E-06,1.4770E-05,3.6629E-06,8.5620E-06,8.8052E-06,1.0564E-05,5.9114E+03,1.7001E+05,1.1451E-05,8.5620E-06
2018-04-16 00:00:00+01:00,AllOrdinary,1.8389E-05,2.0985E-05,6.9542E-06,1.2788E-05,5.0785E-06,2.0985E-05,5.0785E-06,1.4381E-05,1.3349E-05,2.5010E-05,5.9247E+03,1.7001E+05,1.8389E-05,1.4381E-05
2018-04-17 00:00:00+01:00,AllOrdinary,1.6896E-05,2.4430E-05,4.8697E-06,1.1728E-05,4.3580E-06,2.4430E-05,4.3580E-06,1.3062E-05,1.2090E-05,2.8971E-05,5.9330E+03,1.7001E+05,1.6896E-05,1.3062E-05
2018-04-18 00:00:00+01:00,AllOrdinary,1.0309E-05,1.3782E-05,3.8220E-06,6.3877E-06,2.6042E-06,1.3782E-05,2.6042E-06,1.0098E-05,6.3796E-06,9.2017E-06,5.9343E+03,1.7001E+05,1.0309E-05,1.0098E-05
2018-04-19 00:00:00+01:00,AllOrdinary,3.5369E-05,5.5756E-05,4.4901E-06,1.8643E-05,6.0961E-06,5.5756E-05,6.0961E-06,2.8833E-05,1.8706E-05,3.2960E-05,5.9563E+03,1.7001E+05,3.5369E-05,2.8833E-05
2018-04-20 00:00:00+01:00,AllOrdinary,1.1245E-05,1.4334E-05,3.7150E-06,1.0993E-05,7.3382E-06,1.4334E-05,7.3382E-06,9.7157E-06,1.1371E-05,1.3905E-05,5.9764E+03,1.6594E+05,1.1245E-05,9.7157E-06
2018-04-23 00:00:00+01:00,AllOrdinary,1.6418E-05,1.8784E-05,7.9508E-06,1.3764E-05,5.7066E-06,1.8784E-05,5.7066E-06,1.6168E-05,1.4166E-05,1.3911E-05,5.9644E+03,1.6594E+05,1.6418E-05,1.6168E-05
2018-04-24 00:00:00+01:00,AllOrdinary,8.6947E-06,1.1120E-05,3.4394E-06,1.1998E-05,2.1082E-06,1.1120E-05,2.1082E-06,7.6326E-06,1.2088E-05,1.4468E-05,5.9760E+03,1.7001E+05,8.6947E-06,7.6326E-06
2018-04-26 00:00:00+01:00,AllOrdinary,9.7662E-06,8.1678E-06,2.9290E-06,1.0291E-05,4.5354E-06,8.1678E-06,4.5354E-06,8.6762E-06,1.0311E-05,1.1409E-05,6.0092E+03,1.7001E+05,9.7662E-06,8.6762E-06
2018-04-27 00:00:00+01:00,AllOrdinary,2.0908E-05,3.2824E-05,6.4835E-06,1.3973E-05,3.1011E-06,3.2824E-05,3.1011E-06,2.0115E-05,1.4042E-05,3.3229E-05,6.0030E+03,1.7001E+05,2.0908E-05,2.0115E-05
2018-04-30 00:00:00+01:00,AllOrdinary,1.5846E-05,1.4137E-05,3.6884E-06,1.5854E-05,4.4515E-06,1.4137E-05,4.4515E-06,1.4758E-05,1.6350E-05,1.5381E-05,6.0429E+03,1.6594E+05,1.5846E-05,1.4758E-05
2018-05-01 00:00:00+01:00,AllOrdinary,1.3444E-05,1.1881E-05,5.0104E-06,1.4594E-05,4.2338E-06,1.1881E-05,4.2338E-06,1.4789E-05,1.4899E-05,1.4069E-05,6.0716E+03,1.6594E+05,1.3444E-05,1.4789E-05
2018-05-02 00:00:00+01:00,AllOrdinary,1.0119E-05,9.9502E-06,4.8360E-06,1.5559E-05,2.0857E-06,9.9502E-06,2.0857E-06,7.9217E-06,1.5453E-05,1.6490E-05,6.1000E+03,1.7001E+05,1.0119E-05,7.9217E-06
2018-05-03 00:00:00+01:00,AllOrdinary,3.6361E-05,5.6373E-05,6.2970E-06,2.5749E-05,5.3517E-06,5.6373E-05,5.3517E-06,2.7165E-05,2.5954E-05,4.1554E-05,6.1367E+03,1.7001E+05,3.6361E-05,2.7165E-05
2018-05-04 00:00:00+01:00,AllOrdinary,1.1827E-05,1.3081E-05,6.8991E-06,1.2719E-05,7.3385E-06,1.3081E-05,7.3385E-06,1.2746E-05,1.2604E-05,1.8759E-05,6.1870E+03,1.7001E+05,1.1827E-05,1.2746E-05
2018-05-07 00:00:00+01:00,AllOrdinary,3.3886E-05,5.0188E-05,6.1563E-06,2.3531E-05,6.2322E-06,5.0188E-05,6.2322E-06,2.7486E-05,2.3006E-05,4.8216E-05,6.1554E+03,1.7001E+05,3.3886E-05,2.7486E-05
2018-05-08 00:00:00+01:00,AllOrdinary,1.4224E-05,2.0958E-05,2.2406E-06,9.7858E-06,4.8162E-06,2.0958E-05,4.8162E-06,1.4431E-05,9.5465E-06,1.3776E-05,6.1756E+03,1.6594E+05,1.4224E-05,1.4431E-05
2018-05-09 00:00:00+01:00,AllOrdinary,1.8882E-05,1.1465E-05,3.5235E-06,1.6593E-05,4.4070E-06,1.1465E-05,4.4070E-06,1.7894E-05,1.6942E-05,1.6886E-05,6.1832E+03,1.7001E+05,1.8882E-05,1.7894E-05
2018-05-10 00:00:00+01:00,AllOrdinary,2.3647E-05,4.0141E-05,3.1946E-06,1.3717E-05,4.9519E-06,4.0141E-05,4.9519E-06,2.3443E-05,1.4207E-05,1.7745E-05,6.2044E+03,1.7001E+05,2.3647E-05,2.3443E-05
2018-05-11 00:00:00+01:00,AllOrdinary,9.3975E-06,1.2713E-05,3.0093E-06,8.0866E-06,2.8664E-06,1.2713E-05,2.8664E-06,6.5399E-06,8.1913E-06,1.2572E-05,6.2159E+03,1.7001E+05,9.3975E-06,6.5399E-06
2018-05-14 00:00:00+01:00,AllOrdinary,7.4684E-06,6.9625E-06,2.1319E-06,6.6060E-06,2.5270E-06,6.9625E-06,2.5270E-06,6.7882E-06,6.6400E-06,2.5197E-06,6.2164E+03,1.6594E+05,7.4684E-06,6.7882E-06
2018-05-15 00:00:00+01:00,AllOrdinary,1.4092E-05,6.8734E-06,3.0250E-06,1.0684E-05,9.3029E-06,6.8734E-06,9.3029E-06,1.3266E-05,1.0832E-05,9.9449E-06,6.2350E+03,1.7001E+05,1.4092E-05,1.3266E-05
2018-05-16 00:00:00+01:00,AllOrdinary,6.3707E-06,5.6341E-06,2.5622E-06,6.0386E-06,1.9878E-06,5.6341E-06,1.9878E-06,6.8188E-06,6.0120E-06,9.4181E-06,6.1987E+03,1.6594E+05,6.3707E-06,6.8188E-06
2018-05-17 00:00:00+01:00,AllOrdinary,1.0278E-05,5.5827E-06,3.8505E-06,6.7737E-06,6.8729E-06,5.5827E-06,6.8729E-06,1.0329E-05,6.7964E-06,1.2857E-05,6.2081E+03,1.1594E+05,1.0278E-05,1.0329E-05
2018-05-18 00:00:00+01:00,AllOrdinary,1.0594E-05,1.3576E-05,3.2294E-06,1.0126E-05,4.0982E-06,1.3576E-05,4.0982E-06,8.4412E-06,1.0303E-05,6.3481E-06,6.1972E+03,1.7001E+05,1.0594E-05,8.4412E-06
2018-05-21 00:00:00+01:00,AllOrdinary,3.2609E-06,3.8814E-06,1.6124E-06,3.2861E-06,1.7914E-06,3.8814E-06,1.7914E-06,3.1753E-06,3.2922E-06,2.9340E-06,6.1923E+03,1.7360E+05,3.2609E-06,3.1753E-06
2018-05-22 00:00:00+01:00,AllOrdinary,1.2002E-05,1.6238E-05,3.2640E-06,9.1247E-06,1.0037E-05,1.6238E-05,1.0037E-05,9.9083E-06,9.4975E-06,3.0234E-05,6.1902E+03,1.6594E+05,1.2002E-05,9.9083E-06
2018-05-23 00:00:00+01:00,AllOrdinary,1.2443E-05,1.0312E-05,8.9508E-06,1.1047E-05,5.1668E-06,1.0312E-05,5.1668E-06,1.4391E-05,1.1166E-05,1.3355E-05,6.1499E+03,1.6594E+05,1.2443E-05,1.4391E-05
2018-05-24 00:00:00+01:00,AllOrdinary,1.7874E-05,2.6006E-05,4.2548E-06,1.4628E-05,1.1499E-05,2.6006E-05,1.1499E-05,1.5310E-05,1.5292E-05,1.3084E-05,6.1403E+03,1.6594E+05,1.7874E-05,1.5310E-05
2018-05-25 00:00:00+01:00,AllOrdinary,1.4005E-05,1.6637E-05,2.9964E-06,9.5282E-06,8.1924E-06,1.6637E-05,8.1924E-06,1.6157E-05,9.7831E-06,9.6686E-06,6.1441E+03,1.7001E+05,1.4005E-05,1.6157E-05
2018-05-28 00:00:00+01:00,AllOrdinary,1.2031E-05,1.2199E-05,4.5225E-06,1.0623E-05,9.4511E-06,1.2199E-05,9.4511E-06,9.7456E-06,1.0649E-05,1.6778E-05,6.1410E+03,1.6594E+05,1.2031E-05,9.7456E-06
2018-05-29 00:00:00+01:00,AllOrdinary,7.5880E-06,8.1507E-06,2.7267E-06,8.2695E-06,3.1137E-06,8.1507E-06,3.1137E-06,7.6366E-06,8.3605E-06,7.2574E-06,6.1136E+03,1.7001E+05,7.5880E-06,7.6366E-06
2018-05-30 00:00:00+01:00,AllOrdinary,3.4268E-05,6.0246E-05,2.9529E-06,1.9604E-05,3.0560E-05,6.0246E-05,3.0560E-05,3.0076E-05,1.9525E-05,5.6841E-05,6.1217E+03,1.7001E+05,3.4268E-05,3.0076E-05
2018-05-31 00:00:00+01:00,AllOrdinary,2.4797E-05,4.3105E-05,1.9769E-06,1.4988E-05,3.0485E-06,4.3105E-05,3.0485E-06,2.2907E-05,1.4896E-05,2.8658E-05,6.0938E+03,1.7001E+05,2.4797E-05,2.2907E-05
2018-06-01 00:00:00+01:00,AllOrdinary,2.3649E-05,3.0697E-05,6.4599E-06,1.5954E-05,1.6090E-05,3.0697E-05,1.6090E-05,1.9026E-05,1.6532E-05,2.9997E-05,6.1235E+03,1.6594E+05,2.3649E-05,1.9026E-05
2018-06-04 00:00:00+01:00,AllOrdinary,2.6949E-05,4.2160E-05,2.9965E-06,1.6591E-05,2.3348E-06,4.2160E-05,2.3348E-06,1.8467E-05,1.6577E-05,3.5240E-05,6.1040E+03,1.7001E+05,2.6949E-05,1.8467E-05
2018-06-05 00:00:00+01:00,AllOrdinary,1.8691E-05,3.2130E-05,3.6181E-06,1.3093E-05,1.4482E-05,3.2130E-05,1.4482E-05,1.6901E-05,1.3561E-05,3.9602E-05,6.1386E+03,1.6594E+05,1.8691E-05,1.6901E-05
2018-06-06 00:00:00+01:00,AllOrdinary,1.2882E-05,1.5475E-05,4.5895E-06,9.1489E-06,3.0870E-06,1.5475E-05,3.0870E-06,1.2232E-05,9.3848E-06,2.0006E-05,6.1085E+03,1.7001E+05,1.2882E-05,1.2232E-05
2018-06-07 00:00:00+01:00,AllOrdinary,1.0744E-05,1.0664E-05,3.1839E-06,8.3173E-06,1.7426E-06,1.0664E-05,1.7426E-06,6.5690E-06,8.5608E-06,2.5635E-05,6.1374E+03,1.7001E+05,1.0744E-05,6.5690E-06
2018-06-08 00:00:00+01:00,AllOrdinary,4.1208E-06,6.0309E-06,9.1861E-07,4.9302E-06,2.1173E-06,6.0309E-06,2.1173E-06,3.8484E-06,4.8306E-06,5.7577E-06,6.1694E+03,1.6594E+05,4.1208E-06,3.8484E-06
2018-06-12 00:00:00+01:00,AllOrdinary,1.1016E-05,1.1069E-05,5.2653E-06,1.1177E-05,5.1053E-06,1.1069E-05,5.1053E-06,1.1296E-05,1.1286E-05,5.0133E-06,6.1568E+03,1.6594E+05,1.1016E-05,1.1296E-05
2018-06-13 00:00:00+01:00,AllOrdinary,1.5322E-05,2.0921E-05,6.1136E-06,1.4154E-05,9.2267E-06,2.0921E-05,9.2267E-06,1.6273E-05,1.4592E-05,1.6505E-05,6.1648E+03,1.6594E+05,1.5322E-05,1.6273E-05
2018-06-14 00:00:00+01:00,AllOrdinary,8.3284E-06,1.2031E-05,3.1020E-06,7.2443E-06,4.7040E-06,1.2031E-05,4.7040E-06,9.4625E-06,7.2966E-06,8.9371E-06,6.1331E+03,1.6594E+05,8.3284E-06,9.4625E-06
2018-06-15 00:00:00+01:00,AllOrdinary,3.0157E-05,5.2711E-05,5.4836E-06,1.7426E-05,2.0048E-06,5.2711E-05,2.0048E-06,2.6758E-05,1.7862E-05,7.5014E-05,6.1296E+03,1.7001E+05,3.0157E-05,2.6758E-05
2018-06-18 00:00:00+01:00,AllOrdinary,1.6966E-05,1.2712E-05,6.5058E-06,1.4629E-05,8.3169E-06,1.2712E-05,8.3169E-06,1.7513E-05,1.4968E-05,8.3480E-06,6.2053E+03,1.7001E+05,1.6966E-05,1.7513E-05
2018-06-19 00:00:00+01:00,AllOrdinary,2.9361E-05,4.4263E-05,1.0900E-05,1.7278E-05,8.8257E-06,4.4263E-05,8.8257E-06,2.8060E-05,1.8364E-05,3.0244E-05,6.2128E+03,1.6594E+05,2.9361E-05,2.8060E-05
2018-06-20 00:00:00+01:00,AllOrdinary,4.0967E-05,7.1773E-05,5.1209E-06,2.5409E-05,4.3813E-06,7.1773E-05,4.3813E-06,4.1896E-05,2.6555E-05,4.5457E-05,6.2089E+03,1.7001E+05,4.0967E-05,4.1896E-05
2018-06-21 00:00:00+01:00,AllOrdinary,3.8502E-05,5.2016E-05,7.2123E-06,3.1805E-05,5.0885E-06,5.2016E-05,5.0885E-06,2.8803E-05,3.1808E-05,5.8596E-05,6.2746E+03,1.7001E+05,3.8502E-05,2.8803E-05
2018-06-22 00:00:00+01:00,AllOrdinary,1.3692E-05,1.0389E-05,4.8923E-06,1.3716E-05,7.2368E-06,1.0389E-05,7.2368E-06,1.0636E-05,1.3931E-05,6.2355E-06,6.3329E+03,1.6594E+05,1.3692E-05,1.0636E-05
2018-06-25 00:00:00+01:00,AllOrdinary,1.8909E-05,2.1522E-05,4.9074E-06,1.4586E-05,7.1542E-06,2.1522E-05,7.1542E-06,1.1458E-05,1.4796E-05,7.9945E-06,6.3225E+03,1.7001E+05,1.8909E-05,1.1458E-05
2018-06-26 00:00:00+01:00,AllOrdinary,4.4158E-05,6.9366E-05,6.7716E-06,2.7651E-05,3.5468E-05,6.9366E-05,3.5468E-05,3.8222E-05,2.7867E-05,4.4340E-05,6.3087E+03,1.7001E+05,4.4158E-05,3.8222E-05
2018-06-27 00:00:00+01:00,AllOrdinary,1.4284E-05,1.1030E-05,7.1775E-06,1.5444E-05,7.0616E-06,1.1030E-05,7.0616E-06,1.5967E-05,1.5473E-05,8.8842E-06,6.2921E+03,1.7001E+05,1.4284E-05,1.5967E-05
2018-06-28 00:00:00+01:00,AllOrdinary,1.4685E-05,1.3186E-05,4.8168E-06,1.3565E-05,7.9403E-06,1.3186E-05,7.9403E-06,1.5049E-05,1.3784E-05,8.8317E-06,6.2905E+03,1.7001E+05,1.4685E-05,1.5049E-05
2018-06-29 00:00:00+01:00,AllOrdinary,1.6804E-05,1.4383E-05,6.0456E-06,1.4105E-05,6.5893E-06,1.4383E-05,6.5893E-06,1.1553E-05,1.4314E-05,1.0941E-05,6.3058E+03,1.6594E+05,1.6804E-05,1.1553E-05
2018-07-02 00:00:00+01:00,AllOrdinary,2.0424E-05,1.7286E-05,1.4269E-05,1.8643E-05,8.1588E-06,1.7286E-05,8.1588E-06,2.0747E-05,1.8612E-05,1.4481E-05,6.2897E+03,1.7001E+05,2.0424E-05,2.0747E-05
2018-07-03 00:00:00+01:00,AllOrdinary,1.2112E-05,1.7204E-05,7.4388E-06,1.4485E-05,4.1402E-06,1.7204E-05,4.1402E-06,1.2127E-05,1.4835E-05,1.0195E-05,6.2733E+03,1.6594E+05,1.2112E-05,1.2127E-05
2018-07-04 00:00:00+01:00,AllOrdinary,8.9290E-06,7.6498E-06,3.7387E-06,1.0412E-05,5.8741E-06,7.6498E-06,5.8741E-06,9.9956E-06,1.0429E-05,1.3487E-05,6.3028E+03,1.7001E+05,8.9290E-06,9.9956E-06
2018-07-05 00:00:00+01:00,AllOrdinary,1.4089E-05,1.6009E-05,2.5821E-06,1.4847E-05,3.3923E-06,1.6009E-05,3.3923E-06,8.5409E-06,1.4846E-05,1.9941E-05,6.2737E+03,1.7001E+05,1.4089E-05,8.5409E-06
2018-07-06 00:00:00+01:00,AllOrdinary,1.4701E-05,1.7482E-05,7.9774E-06,1.1171E-05,3.2840E-06,1.7482E-05,3.2840E-06,1.2772E-05,1.1015E-05,1.5095E-05,6.3029E+03,1.7001E+05,1.4701E-05,1.2772E-05
2018-07-09 00:00:00+01:00,AllOrdinary,8.5545E-06,1.1532E-05,5.3097E-06,7.1065E-06,3.2329E-06,1.1532E-05,3.2329E-06,8.4008E-06,7.0652E-06,1.3514E-05,6.3557E+03,1.7001E+05,8.5545E-06,8.4008E-06
2018-07-10 00:00:00+01:00,AllOrdinary,1.2593E-05,1.8735E-05,4.7337E-06,1.0349E-05,5.5455E-06,1.8735E-05,5.5455E-06,1.1924E-05,1.0294E-05,1.7770E-05,6.3664E+03,1.7001E+05,1.2593E-05,1.1924E-05
2018-07-11 00:00:00+01:00,AllOrdinary,1.0504E-05,1.1655E-05,4.2378E-06,8.7580E-06,8.6087E-06,1.1655E-05,8.6087E-06,9.1688E-06,8.6829E-06,3.0341E-05,6.3428E+03,1.7001E+05,1.0504E-05,9.1688E-06
2018-07-12 00:00:00+01:00,AllOrdinary,1.1709E-05,1.8187E-05,3.5515E-06,1.4264E-05,1.8634E-06,1.8187E-05,1.8634E-06,1.1357E-05,1.4507E-05,2.0206E-05,6.3002E+03,1.6594E+05,1.1709E-05,1.1357E-05
2018-07-13 00:00:00+01:00,AllOrdinary,1.1426E-05,1.0369E-05,2.7118E-06,9.9962E-06,4.7977E-06,1.0369E-05,4.7977E-06,7.7510E-06,1.0162E-05,1.0670E-05,6.3498E+03,1.7001E+05,1.1426E-05,7.7510E-06
2018-07-16 00:00:00+01:00,AllOrdinary,1.1030E-05,1.0549E-05,6.0123E-06,1.0836E-05,7.4874E-06,1.0549E-05,7.4874E-06,9.3902E-06,1.0803E-05,7.1256E-06,6.3512E+03,1.6594E+05,1.1030E-05,9.3902E-06
2018-07-17 00:00:00+01:00,AllOrdinary,2.1254E-05,3.3994E-05,3.8196E-06,1.2740E-05,1.5463E-05,3.3994E-05,1.5463E-05,2.2103E-05,1.3064E-05,2.0439E-05,6.3267E+03,1.7001E+05,2.1254E-05,2.2103E-05
2018-07-18 00:00:00+01:00,AllOrdinary,2.4032E-05,4.0129E-05,2.1476E-06,1.4203E-05,2.6191E-06,4.0129E-05,2.6191E-06,1.9747E-05,1.4368E-05,5.6823E-05,6.2884E+03,1.6594E+05,2.4032E-05,1.9747E-05
2018-07-19 00:00:00+01:00,AllOrdinary,1.0486E-05,8.8952E-06,2.7922E-06,1.0999E-05,3.1813E-06,8.8952E-06,3.1813E-06,8.6258E-06,1.1125E-05,1.5473E-05,6.3291E+03,1.6594E+05,1.0486E-05,8.6258E-06
2018-07-20 00:00:00+01:00,AllOrdinary,1.1999E-05,1.2160E-05,3.0427E-06,1.1577E-05,3.1777E-06,1.2160E-05,3.1777E-06,1.1658E-05,1.1964E-05,2.5093E-05,6.3550E+03,1.7001E+05,1.1999E-05,1.1658E-05
2018-07-23 00:00:00+01:00,AllOrdinary,2.0404E-05,2.9048E-05,4.1040E-06,1.4315E-05,1.8118E-05,2.9048E-05,1.8118E-05,1.8094E-05,1.4817E-05,4.4528E-05,6.3774E+03,1.6594E+05,2.0404E-05,1.8094E-05
